B [Gauss],X  [Volt],Y  [Volt], time [ms]
3.59E+03,8.49E-02,-1.60E-04,4600
3.59E+03,8.58E-02,-1.51E-04,4610
3.59E+03,8.66E-02,-1.42E-04,4620
3.59E+03,8.74E-02,-1.35E-04,4630
3.59E+03,8.83E-02,-1.30E-04,4640
3.59E+03,8.92E-02,-1.25E-04,4650
3.59E+03,9.03E-02,-1.22E-04,4660
3.59E+03,9.12E-02,-1.23E-04,4670
3.59E+03,9.19E-02,-1.25E-04,4680
3.59E+03,9.28E-02,-1.29E-04,4690
3.59E+03,9.37E-02,-1.34E-04,4700
3.59E+03,9.46E-02,-1.42E-04,4710
3.59E+03,9.55E-02,-1.51E-04,4720
3.59E+03,9.65E-02,-1.60E-04,4730
3.59E+03,9.74E-02,-1.72E-04,4740
3.59E+03,9.83E-02,-1.85E-04,4750
3.59E+03,9.96E-02,-2.04E-04,4760
3.59E+03,1.01E-01,-2.21E-04,4770
3.59E+03,1.01E-01,-2.34E-04,4780
3.59E+03,1.02E-01,-2.53E-04,4790
3.59E+03,1.03E-01,-2.72E-04,4800
3.59E+03,1.04E-01,-2.91E-04,4810
3.59E+03,1.05E-01,-3.10E-04,4820
3.59E+03,1.06E-01,-3.27E-04,4830
3.59E+03,1.07E-01,-3.44E-04,4840
3.59E+03,1.08E-01,-3.60E-04,4850
3.59E+03,1.09E-01,-3.75E-04,4860
3.59E+03,1.10E-01,-3.90E-04,4870
3.59E+03,1.11E-01,-4.03E-04,4880
3.59E+03,1.12E-01,-4.17E-04,4890
3.59E+03,1.13E-01,-4.30E-04,4900
3.59E+03,1.14E-01,-4.40E-04,4910
3.59E+03,1.15E-01,-4.52E-04,4920
3.59E+03,1.16E-01,-4.63E-04,4930
3.59E+03,1.17E-01,-4.74E-04,4940
3.59E+03,1.18E-01,-4.81E-04,4950
3.59E+03,1.18E-01,-4.86E-04,4960
3.59E+03,1.19E-01,-4.92E-04,4970
3.59E+03,1.20E-01,-5.00E-04,4980
3.59E+03,1.21E-01,-5.07E-04,4990
3.59E+03,1.22E-01,-5.14E-04,5000
3.59E+03,1.23E-01,-5.21E-04,5010
